<body><p>,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"This report is current as of April 5, 2024 ",,,,,,,,,,,,,,,,,,,,,,,,,,
All Credible Fear Cases - Showing number of cases received and number of cases completed by outcome per semi-monthly period (1st - 15th and 16th - end of month)1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/16/2023,4/1/2023,4/16/2023,5/1/2023,5/16/2023,6/1/2023,6/16/2023,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024
To,,3/31/2023,4/15/2023,4/30/2023,5/15/2023,5/31/2023,6/15/2023,6/30/2023,7/15/2023,7/31/2023,8/15/2023,8/31/2023,9/15/2023,9/30/2023,10/15/2023,10/31/2023,11/15/2023,11/30/2023,12/15/2023,12/31/2023,1/15/2024,1/31/2024,2/15/2024,2/29/2024,3/15/2024,3/31/2024
Case Receipts,," 4,965 "," 3,832 "," 3,686 "," 5,886 "," 12,287 "," 7,940 "," 9,245 "," 7,944 "," 8,336 "," 8,712 "," 11,767 "," 11,034 "," 7,173 "," 9,669 "," 11,394 "," 8,227 "," 6,859 "," 5,665 "," 4,519 "," 6,163 "," 8,993 "," 9,204 "," 8,701 "," 9,390 "," 8,150 "
All Decisions,," 5,339 "," 4,454 "," 4,656 "," 4,552 "," 8,108 "," 9,901 "," 8,237 "," 8,676 "," 9,042 "," 7,713 "," 8,585 "," 7,535 "," 7,328 "," 6,358 "," 8,623 "," 9,181 "," 8,571 "," 9,559 "," 5,602 "," 6,832 "," 11,264 "," 11,428 "," 9,076 "," 11,347 "," 12,450 "
Fear Established_Persecution (Y),," 2,407 "," 1,971 "," 1,817 "," 1,428 "," 2,457 "," 2,837 "," 2,617 "," 3,097 "," 2,945 "," 2,509 "," 2,581 "," 2,470 "," 2,541 "," 2,124 "," 2,683 "," 2,581 "," 2,164 "," 2,110 "," 1,920 "," 1,818 "," 1,843 "," 2,052 "," 1,883 "," 2,318 "," 2,834 "
Fear Established_Torture (Y),," 1,691 "," 1,557 "," 1,425 "," 1,126 "," 1,777 "," 1,969 "," 1,917 "," 2,075 "," 2,104 "," 1,886 "," 1,944 "," 1,554 "," 1,569 "," 1,516 "," 2,301 "," 2,102 "," 1,584 "," 1,479 "," 1,339 "," 1,411 "," 1,631 "," 1,597 "," 1,422 "," 1,836 "," 2,037 "
Fear Not Established (N),," 1,054 ", 770 , 854 ," 1,187 "," 3,091 "," 4,098 "," 2,881 "," 2,747 "," 3,134 "," 2,575 "," 3,053 "," 2,453 "," 2,228 "," 2,003 "," 2,791 "," 2,831 "," 2,528 "," 2,584 "," 1,638 "," 2,148 "," 3,477 "," 3,526 "," 3,215 "," 3,243 "," 3,680 "
Administratively Closed,, 187 , 156 , 560 , 811 , 783 , 996 , 822 , 757 , 858 , 743 ," 1,007 "," 1,058 ", 990 , 715 , 848 ," 1,667 "," 2,295 "," 3,386 ", 705 ," 1,455 "," 4,313 "," 4,253 "," 2,556 "," 3,950 "," 3,899 "
Credible Fear Cases Subject to Third Country Transit Bar - Interim Final Rule2 (No Results. The specified criteria didn't result in any data.),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/16/2023,4/1/2023,4/16/2023,5/1/2023,5/16/2023,6/1/2023,6/16/2023,7/1/2023,7/16/2023,8/1/2023,8/16/2023,9/1/2023,9/16/2023,10/1/2023,10/16/2023,11/1/2023,11/16/2023,12/1/2023,12/16/2023,1/1/2024,1/16/2024,2/1/2024,2/16/2024,3/1/2024,3/16/2024
