<body><p>,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"This report is current as of March 20, 2023 ",,,,,,,,,,,,,,,,,,,,,,,,,,
All Credible Fear Cases - Showing number of cases received and number of cases completed by outcome per semi-monthly period (1st - 15th and 16th - end of month)1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/1/2022,3/16/2022,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023
To,,3/15/2022,3/31/2022,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023
Case Receipts,," 1,972 "," 1,965 "," 1,351 "," 2,609 "," 3,447 "," 3,960 "," 3,511 "," 2,712 "," 2,430 "," 3,199 "," 3,511 "," 4,024 "," 3,426 "," 3,809 "," 4,482 "," 5,011 "," 4,154 "," 3,182 "," 2,612 "," 2,388 "," 3,923 "," 6,880 "," 6,298 "," 3,867 "," 4,425 "
All Decisions,," 1,544 "," 1,489 "," 1,191 "," 1,124 ", 705 ," 1,381 "," 2,683 "," 3,283 "," 2,817 "," 2,900 "," 2,709 "," 2,812 "," 3,273 "," 3,033 "," 2,296 "," 3,208 "," 4,541 "," 3,431 "," 4,621 "," 3,139 "," 2,542 "," 4,131 "," 4,721 "," 4,350 "," 5,752 "
Fear Established_Persecution (Y),, 784 , 656 , 579 , 483 , 320 , 564 ," 1,048 ", 943 , 875 ," 1,102 "," 1,086 "," 1,073 "," 1,143 "," 1,188 ", 815 ," 1,257 "," 2,153 "," 1,698 "," 2,161 "," 1,630 "," 1,249 "," 1,712 "," 1,868 "," 1,766 "," 2,450 "
Fear Established_Torture (Y),, 241 , 226 , 132 , 130 , 93 , 229 , 409 , 493 , 517 , 517 , 385 , 402 , 559 , 458 , 405 , 548 , 897 , 718 ," 1,151 ", 684 , 523 , 908 ," 1,235 "," 1,304 "," 1,733 "
Fear Not Established (N),, 442 , 476 , 377 , 460 , 241 , 489 , 911 , 825 , 852 ," 1,126 "," 1,135 "," 1,219 "," 1,482 "," 1,190 ", 931 ," 1,211 "," 1,333 ", 829 , 893 , 578 , 621 ," 1,291 "," 1,405 "," 1,047 "," 1,207 "
Administratively Closed,, 77 , 131 , 103 , 51 , 51 , 99 , 315 ," 1,022 ", 573 , 155 , 103 , 118 , 89 , 197 , 145 , 192 , 158 , 186 , 416 , 247 , 149 , 220 , 213 , 233 , 362 
Credible Fear Cases Subject to Third Country Transit Bar - Interim Final Rule2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/1/2022,3/16/2022,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023
To,,3/15/2022,3/31/2022,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023
Subject to Bar under 8 CFR 208.13(c)(4) - No Exception Established,Case Receipts, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,All Decisions, - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Persecution (Y), - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Torture (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Not Established (N), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Subject to Bar under 8 CFR 208.13(c)(4) - Exception Established,Case Receipts, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,All Decisions, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Persecution (Y), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Fear Established_Torture (Y),,,,,,,,,,,,,,,,,,,,,,,,,
,Fear Not Established (N), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
,Administratively Closed, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Credible Fear Cases at Family Residential Centers3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/1/2022,3/16/2022,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023
To,,3/15/2022,3/31/2022,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023
Case Receipts,, 236 , 250 , 159 , 223 , 255 , 186 , 248 , 140 , 137 , 500 , 336 , 602 , 513 , 860 ," 1,249 ", 848 , 760 , 720 , 528 , 379 , 248 ," 1,312 "," 1,276 ", 599 , 665 
All Decisions,, 58 , 185 , 149 , 206 , 23 , 117 , 198 , 133 , 239 , 185 , 344 , 268 , 518 , 438 , 506 , 658 ," 1,090 ", 658 ," 1,030 ", 710 , 225 , 505 , 862 , 874 ," 1,032 "
Fear Established_Persecution (Y),, 15 , 59 , 59 , 53 , 8 , 41 , 63 , 60 , 87 , 74 , 140 , 103 , 142 , 172 , 191 , 263 , 621 , 414 , 724 , 497 , 163 , 202 , 391 , 473 , 646 
Fear Established_Torture (Y),, 7 , 13 , 19 , 17 , 3 , 14 , 33 , 22 , 64 , 36 , 50 , 37 , 79 , 50 , 95 , 144 , 217 , 115 , 206 , 136 , 39 , 103 , 219 , 251 , 276 
Fear Not Established (N),, 35 , 99 , 70 , 134 , 12 , 54 , 95 , 48 , 88 , 73 , 150 , 128 , 293 , 210 , 214 , 239 , 238 , 113 , 84 , 69 , 17 , 190 , 235 , 134 , 94 
Administratively Closed,, 1 , 14 , 1 , 2 ,, 8 , 7 , 3 ,, 2 , 4 ,, 4 , 6 , 6 , 12 , 14 , 16 , 16 , 8 , 6 , 10 , 17 , 16 , 16 
All Reasonable Fear Cases,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From,,3/1/2022,3/16/2022,4/1/2022,4/16/2022,5/1/2022,5/16/2022,6/1/2022,6/16/2022,7/1/2022,7/16/2022,8/1/2022,8/16/2022,9/1/2022,9/16/2022,10/1/2022,10/16/2022,11/1/2022,11/16/2022,12/1/2022,12/16/2022,1/1/2023,1/16/2023,2/1/2023,2/16/2023,3/1/2023
To,,3/15/2022,3/31/2022,4/15/2022,4/30/2022,5/15/2022,5/31/2022,6/15/2022,6/30/2022,7/15/2022,7/31/2022,8/15/2022,8/31/2022,9/15/2022,9/30/2022,10/15/2022,10/31/2022,11/15/2022,11/30/2022,12/15/2022,12/31/2022,1/15/2023,1/31/2023,2/15/2023,2/28/2023,3/15/2023
Case Receipts,, 266 , 274 , 347 , 328 , 367 , 352 , 375 , 267 , 289 , 306 , 324 , 422 , 328 , 469 , 310 , 353 , 366 , 342 , 386 , 283 , 390 , 413 , 390 , 300 , 377 
All Decisions,, 234 , 272 , 263 , 274 , 268 , 349 , 334 , 290 , 238 , 253 , 289 , 298 , 293 , 397 , 305 , 339 , 365 , 323 , 398 , 293 , 288 , 425 , 360 , 273 , 384 
Fear Established_Persecution (Y),, 39 , 50 , 54 , 49 , 54 , 41 , 68 , 60 , 44 , 57 , 56 , 47 , 67 , 63 , 57 , 65 , 104 , 64 , 98 , 56 , 70 , 87 , 56 , 35 , 65 
Fear Established_Torture (Y),, 25 , 41 , 32 , 26 , 34 , 47 , 38 , 40 , 39 , 41 , 47 , 31 , 46 , 58 , 47 , 42 , 48 , 47 , 62 , 43 , 38 , 83 , 68 , 62 , 67 
Fear Not Established (N),, 118 , 131 , 140 , 157 , 131 , 207 , 180 , 130 , 105 , 118 , 132 , 153 , 124 , 193 , 139 , 144 , 145 , 128 , 162 , 128 , 129 , 171 , 162 , 120 , 159 
Administratively Closed,, 52 , 50 , 37 , 42 , 49 , 54 , 48 , 60 , 50 , 37 , 54 , 67 , 56 , 83 , 62 , 88 , 68 , 84 , 76 , 66 , 51 , 84 , 74 , 56 , 93 
